timestamp,vehicle_id,vehicle_type,direction,mode
2025-06-22 02:28:27,138475957761952,car,right,prioity
2025-06-22 02:28:31,138475678985120,truck,right,prioity
2025-06-22 02:28:31,138475678985216,bus,right,prioity
2025-06-22 02:28:41,138475705408672,truck,down,prioity
2025-06-22 02:28:41,138475678985408,truck,down,prioity
2025-06-22 02:28:46,138475678985264,car,down,prioity
2025-06-22 02:28:49,138475678985984,bus,down,prioity
2025-06-22 02:28:58,138475678985312,car,left,prioity
2025-06-22 02:28:58,138475678985360,bike,left,prioity
2025-06-22 02:28:59,138475678985600,car,left,prioity
2025-06-22 02:29:00,138475678986224,car,left,prioity
2025-06-22 02:29:00,138475678985024,bike,left,prioity
2025-06-22 02:29:01,138475678985840,car,left,prioity
2025-06-22 02:29:02,138475678986032,bike,left,prioity
2025-06-22 02:29:03,138475678983248,bike,left,prioity
2025-06-22 02:29:15,138475678985648,car,up,prioity
2025-06-22 02:29:15,138475680097744,car,up,prioity
2025-06-22 02:29:15,138475678985168,bus,up,prioity
2025-06-22 02:29:16,138475678984208,car,up,prioity
2025-06-22 02:29:16,138475678985792,bike,up,prioity
2025-06-22 02:29:17,138475678986608,bike,up,prioity
2025-06-22 02:29:17,138475678986704,car,up,prioity
2025-06-22 02:29:18,138475678986800,car,up,prioity
2025-06-22 02:29:18,138475678986992,car,up,prioity
2025-06-22 02:29:20,138475678987088,car,up,prioity
2025-06-22 02:29:23,138475678986752,bike,up,prioity
2025-06-22 02:29:32,138475678984640,truck,right,prioity
2025-06-22 02:29:32,138475678985072,truck,right,prioity
2025-06-22 02:29:32,138475678985696,truck,right,prioity
2025-06-22 02:29:34,138475678984976,truck,right,prioity
2025-06-22 02:29:34,138475678985888,bike,right,prioity
2025-06-22 02:29:34,138475678986080,truck,right,prioity
2025-06-22 02:29:35,138475678986272,bike,right,prioity
2025-06-22 02:29:35,138475678985552,car,right,prioity
2025-06-22 02:29:35,138475678985504,bus,right,prioity
2025-06-22 02:29:36,138475678986320,truck,right,prioity
2025-06-22 02:29:37,138475678986512,bike,right,prioity
2025-06-22 02:29:37,138475679968208,bike,right,prioity
2025-06-22 02:29:37,138475678986848,bus,right,prioity
2025-06-22 02:29:38,138475678986896,car,right,prioity
2025-06-22 02:29:38,138475678986416,bus,right,prioity
2025-06-22 02:29:39,138475678987712,bike,right,prioity
2025-06-22 02:29:39,138475678987520,bus,right,prioity
2025-06-22 02:29:40,138475678986944,bus,right,prioity
2025-06-22 02:29:40,138475678985456,bike,right,prioity
2025-06-22 02:29:42,138475678987424,bike,right,prioity
2025-06-22 02:29:49,138475678986128,car,down,prioity
2025-06-22 02:29:49,138475678986464,car,down,prioity
2025-06-22 02:29:49,138475678986368,bike,down,prioity
2025-06-22 02:29:50,138475678985936,bike,down,prioity
2025-06-22 02:29:50,138475681084672,bike,down,prioity
2025-06-22 02:29:51,138475678987184,truck,down,prioity
2025-06-22 02:29:51,138475678987040,bus,down,prioity
2025-06-22 02:29:52,138475678987952,bus,down,prioity
2025-06-22 02:29:53,138475678986176,bike,down,prioity
2025-06-22 02:29:54,138475678988144,car,down,prioity
2025-06-22 02:29:55,138475678988192,bus,down,prioity
2025-06-22 02:30:06,138475678986560,car,left,prioity
2025-06-22 02:30:06,138475678987232,car,left,prioity
2025-06-22 02:30:06,138475678987136,bus,left,prioity
2025-06-22 02:30:08,138475678987280,truck,left,prioity
2025-06-22 02:30:08,138475678987376,truck,left,prioity
2025-06-22 02:30:08,138475678987328,bike,left,prioity
2025-06-22 02:30:09,138475678987568,bike,left,prioity
2025-06-22 02:30:09,138475678987472,car,left,prioity
2025-06-22 02:30:09,138475678987760,bike,left,prioity
2025-06-22 02:30:10,138475678985744,truck,left,prioity
2025-06-22 02:30:10,138475678987856,truck,left,prioity
2025-06-22 02:30:10,138475678988096,bike,left,prioity
2025-06-22 02:30:12,138475678987664,bus,left,prioity
2025-06-22 02:30:12,138475678988672,bus,left,prioity
2025-06-22 02:30:13,138475678988240,bike,left,prioity
2025-06-22 02:30:13,138475678988864,bike,left,prioity
2025-06-22 02:30:14,138475678988768,bike,left,prioity
2025-06-22 02:30:14,138475678989152,bike,left,prioity
2025-06-22 02:30:23,138475678986656,car,up,prioity
2025-06-22 02:30:23,138475678988336,truck,up,prioity
2025-06-22 02:30:23,138475678988384,bus,up,prioity
2025-06-22 02:30:24,138475678987904,car,up,prioity
